time_period,geo,age,obs_value
2022,France,From 15 to 34 years,64.5
2022,France,From 15 to 74 years,100.0
2022,France,From 35 to 74 years,35.5
2022,Germany,From 15 to 34 years,63.7
2022,Germany,From 15 to 74 years,100.0
2022,Germany,From 35 to 74 years,36.3
2022,Greece,From 15 to 34 years,65.9
2022,Greece,From 15 to 74 years,100.0
2022,Greece,From 35 to 74 years,34.1
2022,Hungary,From 15 to 34 years,76.7
2022,Hungary,From 15 to 74 years,100.0
2022,Hungary,From 35 to 74 years,23.3
2022,Iceland,From 15 to 34 years,
2022,Iceland,From 15 to 74 years,
2022,Iceland,From 35 to 74 years,
2022,Ireland,From 15 to 34 years,56.9
2022,Ireland,From 15 to 74 years,100.0
2022,Ireland,From 35 to 74 years,43.1
2022,Italy,From 15 to 34 years,75.3
2022,Italy,From 15 to 74 years,100.0
2022,Italy,From 35 to 74 years,24.7
2022,Latvia,From 15 to 34 years,72.6
2022,Latvia,From 15 to 74 years,100.0
2022,Latvia,From 35 to 74 years,
2022,Lithuania,From 15 to 34 years,73.9
2022,Lithuania,From 15 to 74 years,100.0
2022,Lithuania,From 35 to 74 years,26.1
2022,Luxembourg,From 15 to 34 years,64.2
2022,Luxembourg,From 15 to 74 years,100.0
2022,Luxembourg,From 35 to 74 years,35.8
2022,Malta,From 15 to 34 years,78.5
2022,Malta,From 15 to 74 years,100.0
2022,Malta,From 35 to 74 years,21.5
2022,Netherlands,From 15 to 34 years,67.4
2022,Netherlands,From 15 to 74 years,100.0
2022,Netherlands,From 35 to 74 years,32.6
2022,Norway,From 15 to 34 years,79.4
2022,Norway,From 15 to 74 years,100.0
2022,Norway,From 35 to 74 years,20.6
2022,Poland,From 15 to 34 years,76.8
2022,Poland,From 15 to 74 years,100.0
2022,Poland,From 35 to 74 years,23.2
2022,Portugal,From 15 to 34 years,76.4
2022,Portugal,From 15 to 74 years,100.0
2022,Portugal,From 35 to 74 years,23.6
2022,Romania,From 15 to 34 years,82.4
2022,Romania,From 15 to 74 years,100.0
2022,Romania,From 35 to 74 years,17.6
2022,Serbia,From 15 to 34 years,74.4
2022,Serbia,From 15 to 74 years,100.0
2022,Serbia,From 35 to 74 years,25.6
2022,Slovakia,From 15 to 34 years,83.8
2022,Slovakia,From 15 to 74 years,100.0
2022,Slovakia,From 35 to 74 years,16.2
2022,Slovenia,From 15 to 34 years,67.2
2022,Slovenia,From 15 to 74 years,100.0
2022,Slovenia,From 35 to 74 years,32.8
2022,Spain,From 15 to 34 years,62.9
2022,Spain,From 15 to 74 years,100.0
2022,Spain,From 35 to 74 years,37.1
2022,Sweden,From 15 to 34 years,65.5
2022,Sweden,From 15 to 74 years,100.0
2022,Sweden,From 35 to 74 years,34.5
2022,Switzerland,From 15 to 34 years,61.4
2022,Switzerland,From 15 to 74 years,100.0
2022,Switzerland,From 35 to 74 years,38.6
2022,Türkiye,From 15 to 34 years,93.2
2022,Türkiye,From 15 to 74 years,100.0
2022,Türkiye,From 35 to 74 years,6.8
2021,Austria,From 15 to 34 years,60.5
2021,Austria,From 15 to 74 years,100.0
2021,Austria,From 35 to 74 years,39.5
2021,Belgium,From 15 to 34 years,71.0
2021,Belgium,From 15 to 74 years,100.0
2021,Belgium,From 35 to 74 years,29.0
2021,Bosnia and Herzegovina,From 15 to 34 years,78.1
2021,Bosnia and Herzegovina,From 15 to 74 years,100.0
2021,Bosnia and Herzegovina,From 35 to 74 years,21.9
2021,Bulgaria,From 15 to 34 years,63.7
2021,Bulgaria,From 15 to 74 years,100.0
2021,Bulgaria,From 35 to 74 years,36.3
2021,Croatia,From 15 to 34 years,81.5
2021,Croatia,From 15 to 74 years,100.0
2021,Croatia,From 35 to 74 years,18.5
2021,Cyprus,From 15 to 34 years,71.9
2021,Cyprus,From 15 to 74 years,100.0
2021,Cyprus,From 35 to 74 years,28.1
2021,Czechia,From 15 to 34 years,76.9
2021,Czechia,From 15 to 74 years,100.0
2021,Czechia,From 35 to 74 years,23.1
2021,Denmark,From 15 to 34 years,64.7
2021,Denmark,From 15 to 74 years,100.0
2021,Denmark,From 35 to 74 years,35.3
2021,Estonia,From 15 to 34 years,73.1
2021,Estonia,From 15 to 74 years,100.0
2021,Estonia,From 35 to 74 years,26.9
2021,European Union - 27 countries (from 2020),From 15 to 34 years,67.4
2021,European Union - 27 countries (from 2020),From 15 to 74 years,100.0
2021,European Union - 27 countries (from 2020),From 35 to 74 years,32.6
2021,Finland,From 15 to 34 years,49.5
2021,Finland,From 15 to 74 years,100.0
2021,Finland,From 35 to 74 years,50.5
2021,France,From 15 to 34 years,71.5
2021,France,From 15 to 74 years,100.0
2021,France,From 35 to 74 years,28.5
2021,Germany,From 15 to 34 years,62.7
2021,Germany,From 15 to 74 years,100.0
2021,Germany,From 35 to 74 years,37.3
2021,Greece,From 15 to 34 years,63.9
2021,Greece,From 15 to 74 years,100.0
2021,Greece,From 35 to 74 years,36.1
2021,Hungary,From 15 to 34 years,69.9
2021,Hungary,From 15 to 74 years,100.0
2021,Hungary,From 35 to 74 years,30.1
2021,Ireland,From 15 to 34 years,62.0
2021,Ireland,From 15 to 74 years,100.0
2021,Ireland,From 35 to 74 years,38.0
2021,Italy,From 15 to 34 years,76.1
2021,Italy,From 15 to 74 years,100.0
2021,Italy,From 35 to 74 years,23.9
2021,Latvia,From 15 to 34 years,71.6
2021,Latvia,From 15 to 74 years,100.0
2021,Latvia,From 35 to 74 years,
2021,Lithuania,From 15 to 34 years,71.2
2021,Lithuania,From 15 to 74 years,100.0
2021,Lithuania,From 35 to 74 years,28.8
2021,Luxembourg,From 15 to 34 years,54.8
2021,Luxembourg,From 15 to 74 years,100.0
2021,Luxembourg,From 35 to 74 years,45.2
2021,Malta,From 15 to 34 years,76.1
2021,Malta,From 15 to 74 years,100.0
2021,Malta,From 35 to 74 years,23.9
2021,Netherlands,From 15 to 34 years,67.6
2021,Netherlands,From 15 to 74 years,100.0
2021,Netherlands,From 35 to 74 years,32.4
2021,Norway,From 15 to 34 years,69.2
2021,Norway,From 15 to 74 years,100.0
2021,Norway,From 35 to 74 years,30.8
2021,Poland,From 15 to 34 years,71.1
2021,Poland,From 15 to 74 years,100.0
2021,Poland,From 35 to 74 years,28.9
2021,Portugal,From 15 to 34 years,75.7
2021,Portugal,From 15 to 74 years,100.0
2021,Portugal,From 35 to 74 years,24.3
2021,Romania,From 15 to 34 years,78.8
2021,Romania,From 15 to 74 years,100.0
2021,Romania,From 35 to 74 years,21.2
2021,Serbia,From 15 to 34 years,71.6
2021,Serbia,From 15 to 74 years,100.0
2021,Serbia,From 35 to 74 years,28.4
2021,Slovakia,From 15 to 34 years,82.4
2021,Slovakia,From 15 to 74 years,100.0
2021,Slovakia,From 35 to 74 years,
2021,Slovenia,From 15 to 34 years,71.6
2021,Slovenia,From 15 to 74 years,100.0
2021,Slovenia,From 35 to 74 years,28.4
2021,Spain,From 15 to 34 years,59.3
2021,Spain,From 15 to 74 years,100.0
2021,Spain,From 35 to 74 years,40.7
2021,Sweden,From 15 to 34 years,60.6
2021,Sweden,From 15 to 74 years,100.0
2021,Sweden,From 35 to 74 years,39.4
2021,Switzerland,From 15 to 34 years,54.9
2021,Switzerland,From 15 to 74 years,100.0
2021,Switzerland,From 35 to 74 years,45.1
2021,Türkiye,From 15 to 34 years,93.1
2021,Türkiye,From 15 to 74 years,100.0
2021,Türkiye,From 35 to 74 years,6.9
2020,Austria,From 15 to 34 years,62.9
2020,Austria,From 15 to 74 years,100.0
2020,Austria,From 35 to 74 years,37.1
2020,Belgium,From 15 to 34 years,72.9
2020,Belgium,From 15 to 74 years,100.0
2020,Belgium,From 35 to 74 years,27.1
2020,Bulgaria,From 15 to 34 years,68.9
2020,Bulgaria,From 15 to 74 years,100.0
2020,Bulgaria,From 35 to 74 years,31.1
2020,Croatia,From 15 to 34 years,84.1
2020,Croatia,From 15 to 74 years,100.0
2020,Croatia,From 35 to 74 years,15.9
2020,Cyprus,From 15 to 34 years,73.4
2020,Cyprus,From 15 to 74 years,100.0
2020,Cyprus,From 35 to 74 years,26.6
2020,Czechia,From 15 to 34 years,80.4
2020,Czechia,From 15 to 74 years,100.0
2020,Czechia,From 35 to 74 years,19.6
2020,Denmark,From 15 to 34 years,68.0
2020,Denmark,From 15 to 74 years,100.0
2020,Denmark,From 35 to 74 years,32.0
2020,Estonia,From 15 to 34 years,72.0
2020,Estonia,From 15 to 74 years,100.0
2020,Estonia,From 35 to 74 years,28.0
2020,European Union - 27 countries (from 2020),From 15 to 34 years,65.5
2020,European Union - 27 countries (from 2020),From 15 to 74 years,100.0
2020,European Union - 27 countries (from 2020),From 35 to 74 years,34.5
2020,Finland,From 15 to 34 years,52.8
2020,Finland,From 15 to 74 years,100.0
2020,Finland,From 35 to 74 years,47.2
2020,France,From 15 to 34 years,58.9
2020,France,From 15 to 74 years,100.0
2020,France,From 35 to 74 years,41.1
2020,Germany,From 15 to 34 years,60.2
2020,Germany,From 15 to 74 years,100.0
2020,Germany,From 35 to 74 years,39.8
2020,Greece,From 15 to 34 years,61.9
2020,Greece,From 15 to 74 years,100.0
2020,Greece,From 35 to 74 years,38.1
2020,Hungary,From 15 to 34 years,70.1
2020,Hungary,From 15 to 74 years,100.0
2020,Hungary,From 35 to 74 years,29.9
2020,Iceland,From 15 to 34 years,60.2
2020,Iceland,From 15 to 74 years,100.0
2020,Iceland,From 35 to 74 years,39.8
2020,Ireland,From 15 to 34 years,57.7
2020,Ireland,From 15 to 74 years,100.0
2020,Ireland,From 35 to 74 years,42.3
2020,Italy,From 15 to 34 years,75.9
2020,Italy,From 15 to 74 years,100.0
2020,Italy,From 35 to 74 years,24.1
2020,Latvia,From 15 to 34 years,70.6
2020,Latvia,From 15 to 74 years,100.0
2020,Latvia,From 35 to 74 years,29.4
2020,Lithuania,From 15 to 34 years,67.0
2020,Lithuania,From 15 to 74 years,100.0
2020,Lithuania,From 35 to 74 years,33.0
2020,Luxembourg,From 15 to 34 years,63.1
2020,Luxembourg,From 15 to 74 years,100.0
2020,Luxembourg,From 35 to 74 years,36.9
2020,Malta,From 15 to 34 years,80.1
2020,Malta,From 15 to 74 years,100.0
2020,Malta,From 35 to 74 years,19.9
2020,Montenegro,From 15 to 34 years,94.5
2020,Montenegro,From 15 to 74 years,100.0
2020,Montenegro,From 35 to 74 years,
2020,Netherlands,From 15 to 34 years,63.2
2020,Netherlands,From 15 to 74 years,100.0
2020,Netherlands,From 35 to 74 years,36.8
2020,North Macedonia,From 15 to 34 years,100.0
2020,North Macedonia,From 15 to 74 years,100.0
2020,North Macedonia,From 35 to 74 years,
2020,Norway,From 15 to 34 years,66.0
2020,Norway,From 15 to 74 years,100.0
2020,Norway,From 35 to 74 years,34.0
2020,Poland,From 15 to 34 years,68.1
2020,Poland,From 15 to 74 years,100.0
2020,Poland,From 35 to 74 years,31.9
2020,Portugal,From 15 to 34 years,77.3
2020,Portugal,From 15 to 74 years,100.0
2020,Portugal,From 35 to 74 years,22.7
2020,Romania,From 15 to 34 years,82.1
2020,Romania,From 15 to 74 years,100.0
2020,Romania,From 35 to 74 years,17.9
2020,Serbia,From 15 to 34 years,76.7
2020,Serbia,From 15 to 74 years,100.0
2020,Serbia,From 35 to 74 years,23.3
2020,Slovakia,From 15 to 34 years,79.4
2020,Slovakia,From 15 to 74 years,100.0
2020,Slovakia,From 35 to 74 years,20.6
2020,Slovenia,From 15 to 34 years,74.5
2020,Slovenia,From 15 to 74 years,100.0
2020,Slovenia,From 35 to 74 years,25.5
2020,Spain,From 15 to 34 years,63.3
2020,Spain,From 15 to 74 years,100.0
2020,Spain,From 35 to 74 years,36.7
2020,Sweden,From 15 to 34 years,63.1
2020,Sweden,From 15 to 74 years,100.0
2020,Sweden,From 35 to 74 years,36.9
2020,Switzerland,From 15 to 34 years,52.4
2020,Switzerland,From 15 to 74 years,100.0
2020,Switzerland,From 35 to 74 years,47.6
2020,Türkiye,From 15 to 34 years,90.0
2020,Türkiye,From 15 to 74 years,100.0
2020,Türkiye,From 35 to 74 years,10.0
2019,Austria,From 15 to 34 years,63.1
2019,Austria,From 15 to 74 years,100.0
2019,Austria,From 35 to 74 years,36.9
2019,Belgium,From 15 to 34 years,75.3
2019,Belgium,From 15 to 74 years,100.0
2019,Belgium,From 35 to 74 years,24.7
2019,Bulgaria,From 15 to 34 years,73.9
2019,Bulgaria,From 15 to 74 years,100.0
2019,Bulgaria,From 35 to 74 years,26.1
2019,Croatia,From 15 to 34 years,83.2
2019,Croatia,From 15 to 74 years,100.0
2019,Croatia,From 35 to 74 years,16.8
2019,Cyprus,From 15 to 34 years,69.5
2019,Cyprus,From 15 to 74 years,100.0
2019,Cyprus,From 35 to 74 years,30.5
2019,Czechia,From 15 to 34 years,74.9
2019,Czechia,From 15 to 74 years,100.0
2019,Czechia,From 35 to 74 years,25.1
2019,Denmark,From 15 to 34 years,62.4
2019,Denmark,From 15 to 74 years,100.0
2019,Denmark,From 35 to 74 years,37.6
2019,Estonia,From 15 to 34 years,68.7
2019,Estonia,From 15 to 74 years,100.0
2019,Estonia,From 35 to 74 years,31.3
2019,European Union - 15 countries (1995-2004),From 15 to 34 years,64.5
2019,European Union - 15 countries (1995-2004),From 15 to 74 years,100.0
2019,European Union - 15 countries (1995-2004),From 35 to 74 years,35.5
2019,European Union - 27 countries (from 2020),From 15 to 34 years,66.1
2019,European Union - 27 countries (from 2020),From 15 to 74 years,100.0
2019,European Union - 27 countries (from 2020),From 35 to 74 years,33.9
2019,European Union - 28 countries (2013-2020),From 15 to 34 years,66.4
2019,European Union - 28 countries (2013-2020),From 15 to 74 years,100.0
2019,European Union - 28 countries (2013-2020),From 35 to 74 years,33.6
2019,Finland,From 15 to 34 years,40.7
2019,Finland,From 15 to 74 years,100.0
2019,Finland,From 35 to 74 years,59.3
2019,France,From 15 to 34 years,67.3
2019,France,From 15 to 74 years,100.0
2019,France,From 35 to 74 years,32.7
2019,Germany,From 15 to 34 years,60.7
2019,Germany,From 15 to 74 years,100.0
2019,Germany,From 35 to 74 years,39.3
2019,Greece,From 15 to 34 years,69.9
2019,Greece,From 15 to 74 years,100.0
2019,Greece,From 35 to 74 years,30.1
2019,Hungary,From 15 to 34 years,73.0
2019,Hungary,From 15 to 74 years,100.0
2019,Hungary,From 35 to 74 years,27.0
2019,Iceland,From 15 to 34 years,57.2
2019,Iceland,From 15 to 74 years,100.0
2019,Iceland,From 35 to 74 years,42.8
2019,Ireland,From 15 to 34 years,57.8
2019,Ireland,From 15 to 74 years,100.0
2019,Ireland,From 35 to 74 years,42.2
2019,Italy,From 15 to 34 years,77.8
2019,Italy,From 15 to 74 years,100.0
2019,Italy,From 35 to 74 years,22.2
2019,Latvia,From 15 to 34 years,73.6
2019,Latvia,From 15 to 74 years,100.0
2019,Latvia,From 35 to 74 years,26.4
2019,Lithuania,From 15 to 34 years,74.9
2019,Lithuania,From 15 to 74 years,100.0
2019,Lithuania,From 35 to 74 years,25.1
2019,Luxembourg,From 15 to 34 years,67.8
2019,Luxembourg,From 15 to 74 years,100.0
2019,Luxembourg,From 35 to 74 years,32.2
2019,Malta,From 15 to 34 years,82.7
2019,Malta,From 15 to 74 years,100.0
2019,Malta,From 35 to 74 years,17.3
2019,Montenegro,From 15 to 34 years,88.5
2019,Montenegro,From 15 to 74 years,100.0
2019,Montenegro,From 35 to 74 years,
2019,Netherlands,From 15 to 34 years,60.4
2019,Netherlands,From 15 to 74 years,100.0
2019,Netherlands,From 35 to 74 years,39.6
2019,North Macedonia,From 15 to 34 years,100.0
2019,North Macedonia,From 15 to 74 years,100.0
2019,North Macedonia,From 35 to 74 years,
2019,Norway,From 15 to 34 years,63.0
2019,Norway,From 15 to 74 years,100.0
2019,Norway,From 35 to 74 years,37.0
2019,Poland,From 15 to 34 years,67.3
2019,Poland,From 15 to 74 years,100.0
2019,Poland,From 35 to 74 years,32.7
2019,Portugal,From 15 to 34 years,75.1
2019,Portugal,From 15 to 74 years,100.0
2019,Portugal,From 35 to 74 years,24.9
2019,Romania,From 15 to 34 years,79.8
2019,Romania,From 15 to 74 years,100.0
2019,Romania,From 35 to 74 years,20.2
2019,Serbia,From 15 to 34 years,76.6
2019,Serbia,From 15 to 74 years,100.0
2019,Serbia,From 35 to 74 years,23.4
2019,Slovakia,From 15 to 34 years,79.2
2019,Slovakia,From 15 to 74 years,100.0
2019,Slovakia,From 35 to 74 years,20.8
2019,Slovenia,From 15 to 34 years,78.8
2019,Slovenia,From 15 to 74 years,100.0
2019,Slovenia,From 35 to 74 years,21.2
2019,Spain,From 15 to 34 years,62.2
2019,Spain,From 15 to 74 years,100.0
2019,Spain,From 35 to 74 years,37.8
2019,Sweden,From 15 to 34 years,62.4
2019,Sweden,From 15 to 74 years,100.0
2019,Sweden,From 35 to 74 years,37.6
2019,Switzerland,From 15 to 34 years,56.6
2019,Switzerland,From 15 to 74 years,100.0
2019,Switzerland,From 35 to 74 years,43.4
2019,Türkiye,From 15 to 34 years,93.4
2019,Türkiye,From 15 to 74 years,100.0
2019,Türkiye,From 35 to 74 years,6.6
2019,United Kingdom,From 15 to 34 years,67.4
2019,United Kingdom,From 15 to 74 years,100.0
2019,United Kingdom,From 35 to 74 years,32.6
2018,Austria,From 15 to 34 years,56.9
2018,Austria,From 15 to 74 years,100.0
2018,Austria,From 35 to 74 years,43.1
2018,Belgium,From 15 to 34 years,76.3
2018,Belgium,From 15 to 74 years,100.0
2018,Belgium,From 35 to 74 years,23.7
2018,Bulgaria,From 15 to 34 years,75.6
2018,Bulgaria,From 15 to 74 years,100.0
2018,Bulgaria,From 35 to 74 years,24.4
2018,Croatia,From 15 to 34 years,83.2
2018,Croatia,From 15 to 74 years,100.0
2018,Croatia,From 35 to 74 years,16.8
2018,Cyprus,From 15 to 34 years,69.5
2018,Cyprus,From 15 to 74 years,100.0
2018,Cyprus,From 35 to 74 years,30.5
2018,Czechia,From 15 to 34 years,70.6
2018,Czechia,From 15 to 74 years,100.0
2018,Czechia,From 35 to 74 years,29.4
2018,Denmark,From 15 to 34 years,55.2
2018,Denmark,From 15 to 74 years,100.0
2018,Denmark,From 35 to 74 years,44.8
2018,Estonia,From 15 to 34 years,72.2
2018,Estonia,From 15 to 74 years,100.0
2018,Estonia,From 35 to 74 years,27.8
2018,European Union - 15 countries (1995-2004),From 15 to 34 years,64.7
2018,European Union - 15 countries (1995-2004),From 15 to 74 years,100.0
2018,European Union - 15 countries (1995-2004),From 35 to 74 years,35.3
2018,European Union - 27 countries (from 2020),From 15 to 34 years,66.0
2018,European Union - 27 countries (from 2020),From 15 to 74 years,100.0
2018,European Union - 27 countries (from 2020),From 35 to 74 years,34.0
2018,European Union - 28 countries (2013-2020),From 15 to 34 years,66.6
2018,European Union - 28 countries (2013-2020),From 15 to 74 years,100.0
2018,European Union - 28 countries (2013-2020),From 35 to 74 years,33.4
2018,Finland,From 15 to 34 years,42.8
2018,Finland,From 15 to 74 years,100.0
2018,Finland,From 35 to 74 years,57.2
2018,France,From 15 to 34 years,68.1
2018,France,From 15 to 74 years,100.0
2018,France,From 35 to 74 years,31.9
2018,Germany,From 15 to 34 years,60.8
2018,Germany,From 15 to 74 years,100.0
2018,Germany,From 35 to 74 years,39.2
2018,Greece,From 15 to 34 years,78.1
2018,Greece,From 15 to 74 years,100.0
2018,Greece,From 35 to 74 years,21.9
2018,Hungary,From 15 to 34 years,72.1
2018,Hungary,From 15 to 74 years,100.0
2018,Hungary,From 35 to 74 years,27.9
2018,Iceland,From 15 to 34 years,60.3
2018,Iceland,From 15 to 74 years,100.0
2018,Iceland,From 35 to 74 years,39.7
2018,Ireland,From 15 to 34 years,52.6
2018,Ireland,From 15 to 74 years,100.0
2018,Ireland,From 35 to 74 years,47.4
2018,Italy,From 15 to 34 years,73.6
2018,Italy,From 15 to 74 years,100.0
2018,Italy,From 35 to 74 years,26.4
2018,Latvia,From 15 to 34 years,89.4
2018,Latvia,From 15 to 74 years,100.0
2018,Latvia,From 35 to 74 years,
2018,Lithuania,From 15 to 34 years,77.4
2018,Lithuania,From 15 to 74 years,100.0
2018,Lithuania,From 35 to 74 years,22.6
2018,Luxembourg,From 15 to 34 years,67.8
2018,Luxembourg,From 15 to 74 years,100.0
2018,Luxembourg,From 35 to 74 years,32.2
2018,Malta,From 15 to 34 years,86.0
2018,Malta,From 15 to 74 years,100.0
2018,Malta,From 35 to 74 years,14.0
2018,Montenegro,From 15 to 34 years,88.9
2018,Montenegro,From 15 to 74 years,100.0
2018,Montenegro,From 35 to 74 years,
2018,Netherlands,From 15 to 34 years,61.1
2018,Netherlands,From 15 to 74 years,100.0
2018,Netherlands,From 35 to 74 years,38.9
2018,North Macedonia,From 15 to 34 years,98.3
2018,North Macedonia,From 15 to 74 years,100.0
2018,North Macedonia,From 35 to 74 years,
2018,Norway,From 15 to 34 years,59.8
2018,Norway,From 15 to 74 years,100.0
2018,Norway,From 35 to 74 years,40.2
2018,Poland,From 15 to 34 years,67.9
2018,Poland,From 15 to 74 years,100.0
2018,Poland,From 35 to 74 years,32.1
2018,Portugal,From 15 to 34 years,77.0
2018,Portugal,From 15 to 74 years,100.0
2018,Portugal,From 35 to 74 years,23.0
2018,Romania,From 15 to 34 years,80.2
2018,Romania,From 15 to 74 years,100.0
2018,Romania,From 35 to 74 years,19.8
2018,Serbia,From 15 to 34 years,68.3
2018,Serbia,From 15 to 74 years,100.0
2018,Serbia,From 35 to 74 years,31.7
2018,Slovakia,From 15 to 34 years,80.2
2018,Slovakia,From 15 to 74 years,100.0
2018,Slovakia,From 35 to 74 years,19.8
2018,Slovenia,From 15 to 34 years,75.0
2018,Slovenia,From 15 to 74 years,100.0
