DATAFLOW,LAST UPDATE,freq,indic_is,unit,hhtyp,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Cyprus,2019,5.03,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Czechia,2011,6.54,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Czechia,2012,6.17,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Czechia,2013,5.70,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Czechia,2014,3.99,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Czechia,2015,4.29,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Czechia,2016,2.90,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Czechia,2017,2.46,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Czechia,2019,1.50,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Germany,2011,3.99,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Germany,2012,3.79,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Germany,2013,3.44,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Germany,2014,2.59,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Germany,2015,2.42,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Germany,2016,1.95,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Germany,2017,1.63,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Germany,2019,1.45,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Denmark,2011,0.46,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Denmark,2012,0.55,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Denmark,2013,0.53,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Denmark,2014,0.56,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Denmark,2015,0.58,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Denmark,2016,0.55,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Denmark,2017,0.18,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Denmark,2019,0.34,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2011,5.47,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2012,5.47,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2013,5.39,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2014,4.44,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,3.80,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,3.11,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,3.04,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,2.30,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Estonia,2011,17.39,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Estonia,2012,14.35,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Estonia,2013,11.44,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Estonia,2014,2.59,b,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Estonia,2015,1.60,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Estonia,2016,2.11,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Estonia,2017,1.17,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Estonia,2019,0.46,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Greece,2011,6.11,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Greece,2012,6.82,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Greece,2013,6.41,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Greece,2014,4.19,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Greece,2015,3.66,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Greece,2016,3.37,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Greece,2017,3.13,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Greece,2019,2.14,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Spain,2011,7.58,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Spain,2012,8.67,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Spain,2013,8.79,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Spain,2014,7.34,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Spain,2015,5.62,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Spain,2016,3.72,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Spain,2017,4.92,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Spain,2019,2.20,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 15 countries (1995-2004),2011,4.82,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 15 countries (1995-2004),2012,4.76,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 15 countries (1995-2004),2013,4.42,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 15 countries (1995-2004),2014,3.85,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 15 countries (1995-2004),2015,3.27,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 15 countries (1995-2004),2016,2.61,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 15 countries (1995-2004),2017,2.58,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 27 countries (2007-2013),2011,6.13,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 27 countries (2007-2013),2012,5.65,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 27 countries (2007-2013),2013,5.24,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 27 countries (2007-2013),2014,4.50,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 27 countries (2007-2013),2015,3.84,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 27 countries (2007-2013),2016,3.11,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 27 countries (2007-2013),2017,2.91,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 27 countries (from 2020),2011,6.58,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 27 countries (from 2020),2012,6.15,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 27 countries (from 2020),2013,5.90,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 27 countries (from 2020),2014,4.96,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 27 countries (from 2020),2015,4.23,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 27 countries (from 2020),2016,3.53,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 27 countries (from 2020),2017,3.30,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 27 countries (from 2020),2019,2.37,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 28 countries (2013-2020),2011,6.13,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 28 countries (2013-2020),2012,5.68,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 28 countries (2013-2020),2013,5.28,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 28 countries (2013-2020),2014,4.52,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 28 countries (2013-2020),2015,3.87,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 28 countries (2013-2020),2016,3.18,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 28 countries (2013-2020),2017,2.98,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,European Union - 28 countries (2013-2020),2019,2.26,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Finland,2011,3.52,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Finland,2012,3.24,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Finland,2013,2.57,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Finland,2014,2.74,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Finland,2015,2.25,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Finland,2016,1.24,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Finland,2017,1.11,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Finland,2019,1.65,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,France,2011,7.52,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,France,2012,6.28,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,France,2013,6.00,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,France,2014,5.72,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,France,2015,5.04,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,France,2016,4.52,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,France,2017,4.63,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,France,2019,3.42,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Croatia,2011,5.51,,
ESTAT:ISOC_PIBI_RNI(1.0),16/06/24 23:00:00,Annual,"Households without access to internet at home, because the access costs are too high (telephone, etc.)",Percentage of households,Total,Croatia,2012,9.17,,
