DATAFLOW,LAST UPDATE,freq,indic_is,unit,ind_type,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Bulgaria,2011,82.30,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Bulgaria,2012,83.97,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Bulgaria,2013,80.71,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Bulgaria,2014,84.86,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Bulgaria,2015,84.62,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Bulgaria,2017,84.17,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Cyprus,2005,75.23,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Cyprus,2006,80.00,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Cyprus,2007,76.16,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Cyprus,2008,81.25,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Cyprus,2009,90.85,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Cyprus,2010,93.22,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Cyprus,2011,95.40,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Cyprus,2012,92.27,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Cyprus,2013,97.83,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Cyprus,2014,98.14,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Cyprus,2015,96.58,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Cyprus,2017,92.64,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Czechia,2005,76.59,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Czechia,2006,83.87,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Czechia,2007,87.90,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Czechia,2008,92.22,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Czechia,2009,92.03,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Czechia,2010,94.51,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Czechia,2011,95.37,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Czechia,2012,92.22,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Czechia,2013,93.96,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Czechia,2014,97.30,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Czechia,2015,96.22,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Czechia,2017,98.04,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Germany,2005,96.51,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Germany,2006,97.17,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Germany,2007,97.10,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Germany,2008,97.99,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Germany,2009,97.90,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Germany,2010,98.42,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Germany,2011,98.72,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Germany,2012,98.08,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Germany,2013,98.10,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Germany,2014,98.12,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Germany,2015,97.90,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Germany,2017,97.48,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Denmark,2005,95.50,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Denmark,2006,97.33,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Denmark,2007,98.22,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Denmark,2008,98.13,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Denmark,2009,97.81,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Denmark,2010,98.73,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Denmark,2011,97.70,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Denmark,2012,99.72,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Denmark,2013,99.80,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Denmark,2014,99.15,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Denmark,2015,98.44,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Denmark,2017,96.75,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2005,84.33,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2006,87.89,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2007,89.22,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2008,91.42,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2009,93.00,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2010,94.33,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2011,93.73,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2012,94.67,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2013,94.82,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2014,94.14,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,94.28,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,92.28,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Estonia,2005,87.90,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Estonia,2006,94.35,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Estonia,2007,94.12,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Estonia,2008,95.04,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Estonia,2009,97.91,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Estonia,2010,97.99,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Estonia,2011,98.47,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Estonia,2012,97.69,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Estonia,2013,98.09,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Estonia,2014,99.29,b,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Estonia,2015,98.86,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Estonia,2017,98.37,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Greece,2005,55.28,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Greece,2006,75.74,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Greece,2007,80.61,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Greece,2008,85.62,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Greece,2009,86.72,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Greece,2010,88.96,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Greece,2011,91.59,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Greece,2012,91.07,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Greece,2013,93.67,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Greece,2014,96.04,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Greece,2015,95.41,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Greece,2017,93.36,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Spain,2005,84.39,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Spain,2006,85.08,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Spain,2007,88.27,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Spain,2008,92.35,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Spain,2009,92.87,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Spain,2010,94.55,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Spain,2011,95.11,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Spain,2012,97.28,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Spain,2013,96.14,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Spain,2014,94.73,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Spain,2015,94.61,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",Spain,2017,93.61,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",European Union - 15 countries (1995-2004),2005,85.98,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",European Union - 15 countries (1995-2004),2006,88.22,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",European Union - 15 countries (1995-2004),2007,90.47,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",European Union - 15 countries (1995-2004),2008,92.29,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",European Union - 15 countries (1995-2004),2009,93.66,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",European Union - 15 countries (1995-2004),2010,95.24,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",European Union - 15 countries (1995-2004),2011,94.64,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",European Union - 15 countries (1995-2004),2012,95.18,,
ESTAT:ISOC_CI_CFP_CU(1.0),16/06/24 23:00:00,Annual,Last computer use: within last 3 months,Percentage of individuals,"Individuals, 16 to 24 years old",European Union - 15 countries (1995-2004),2013,95.19,,
