DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Bulgaria,2021,59489,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Bulgaria,2022,61856,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Bulgaria,2023,64346,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Switzerland,2005,88130,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Switzerland,2006,89952,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Switzerland,2007,90623,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Switzerland,2008,90641,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Switzerland,2010,87190,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Switzerland,2011,86334,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Switzerland,2012,87265,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Switzerland,2013,85495,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Switzerland,2014,84875,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Switzerland,2015,84237,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Switzerland,2016,85425,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Switzerland,2017,81507,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Switzerland,2018,81805,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Switzerland,2019,81171,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Switzerland,2020,82856,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Switzerland,2021,83528,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Switzerland,2022,84474,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Switzerland,2023,85989,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Cyprus,2005,11151,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Cyprus,2006,11546,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Cyprus,2007,11575,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Cyprus,2008,12457,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Cyprus,2010,11852,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Cyprus,2011,11508,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Cyprus,2012,11125,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Cyprus,2013,10458,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Cyprus,2014,9866,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Cyprus,2015,9424,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Cyprus,2016,9525,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Cyprus,2017,9368,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Cyprus,2018,8852,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Cyprus,2019,9043,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Cyprus,2020,9267,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Cyprus,2021,8946,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Cyprus,2022,9227,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Cyprus,2023,9287,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Czechia,2005,126766,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Czechia,2006,129437,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Czechia,2007,128283,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Czechia,2008,121532,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Czechia,2010,107195,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Czechia,2011,96487,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Czechia,2012,91006,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Czechia,2013,90847,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Czechia,2014,90391,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Czechia,2015,89606,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Czechia,2016,91183,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Czechia,2017,92013,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Czechia,2018,93977,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Czechia,2019,95037,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Czechia,2020,99048,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Czechia,2021,103131,b,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Czechia,2022,107071,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Czechia,2023,120996,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany,2005,955150,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany,2006,965368,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany,2007,877120,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany,2008,843241,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany,2010,790121,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany,2011,775302,b,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany,2012,801907,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany,2013,819081,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany,2014,797607,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany,2015,786661,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany,2016,802215,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany,2017,774861,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany,2018,760238,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany,2019,752351,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany,2020,756823,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany,2021,744218,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany,2022,740018,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany,2023,779567,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany including former GDR,2005,955150,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany including former GDR,2006,965368,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany including former GDR,2007,877120,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany including former GDR,2008,843241,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany including former GDR,2010,790121,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany including former GDR,2011,775302,b,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany including former GDR,2012,801907,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany including former GDR,2013,819081,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany including former GDR,2014,797607,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany including former GDR,2015,786661,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany including former GDR,2016,802215,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany including former GDR,2017,774861,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany including former GDR,2018,760238,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany including former GDR,2019,752351,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany including former GDR,2020,756823,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany including former GDR,2021,744218,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany including former GDR,2022,740018,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Germany including former GDR,2023,779567,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Denmark,2005,64810,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Denmark,2006,66934,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Denmark,2007,67397,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Denmark,2008,70522,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Denmark,2010,72546,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Denmark,2011,72310,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Denmark,2012,69887,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Denmark,2013,69593,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Denmark,2014,68174,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Denmark,2015,68119,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Denmark,2016,69127,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Denmark,2017,67555,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Denmark,2018,66614,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Denmark,2019,67512,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Denmark,2020,67768,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Denmark,2021,67877,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Denmark,2022,69009,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Denmark,2023,69038,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area - 19 countries  (2015-2022),2005,3804898,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area - 19 countries  (2015-2022),2006,3829712,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area - 19 countries  (2015-2022),2007,3725287,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area - 19 countries  (2015-2022),2008,3676790,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area - 19 countries  (2015-2022),2010,3489686,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area - 19 countries  (2015-2022),2011,3466036,b,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area - 19 countries  (2015-2022),2012,3500619,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area - 19 countries  (2015-2022),2013,3509679,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area - 19 countries  (2015-2022),2014,3513018,be,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area - 19 countries  (2015-2022),2015,3524424,be,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area - 19 countries  (2015-2022),2016,3612694,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area - 19 countries  (2015-2022),2017,3540135,b,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area - 19 countries  (2015-2022),2018,3511675,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area - 19 countries  (2015-2022),2019,3525313,b,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area - 19 countries  (2015-2022),2020,3555601,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area - 19 countries  (2015-2022),2021,3559689,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area - 19 countries  (2015-2022),2022,3599359,p,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area - 19 countries  (2015-2022),2023,3657381,p,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area – 20 countries (from 2023),2014,3559658,be,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area – 20 countries (from 2023),2015,3568408,be,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area – 20 countries (from 2023),2016,3654713,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area – 20 countries (from 2023),2017,3579390,b,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area – 20 countries (from 2023),2018,3550008,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area – 20 countries (from 2023),2019,3563080,b,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area – 20 countries (from 2023),2020,3593448,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area – 20 countries (from 2023),2021,3598845,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area – 20 countries (from 2023),2022,3637342,p,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Euro area – 20 countries (from 2023),2023,3695691,p,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Estonia,2005,20800,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Estonia,2006,19330,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Estonia,2007,17070,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Estonia,2008,16470,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Estonia,2010,13170,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Estonia,2011,12680,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Estonia,2012,12500,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Estonia,2013,11803,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Estonia,2014,11408,,
ESTAT:DEMO_PJAN(1.0),04/11/24 23:00:00,Annual,Number,15 years,Total,Estonia,2015,11763,b,
