Entity,Code,Year,Annual CO₂ emissions (per capita)
Portugal,PRT,1934,0.5754067
Spain,ESP,1899,0.5745804
Portugal,PRT,1931,0.5714587
Portugal,PRT,1914,0.5687578
Portugal,PRT,1933,0.5684927
Hungary,HUN,1882,0.56704694
Denmark,DNK,1865,0.5669314
Portugal,PRT,1936,0.56586677
Hungary,HUN,1881,0.56496835
Romania,ROU,1922,0.56348056
Cyprus,CYP,1951,0.5628051
Germany,DEU,1852,0.5601497
Finland,FIN,1913,0.5572663
Portugal,PRT,1927,0.5552652
Portugal,PRT,1910,0.5550772
Portugal,PRT,1907,0.5519483
Latvia,LVA,1930,0.5512782
Sweden,SWE,1876,0.5510797
Slovakia,SVK,1869,0.55085874
Portugal,PRT,1938,0.55059016
France,FRA,1851,0.5501596
Portugal,PRT,1909,0.54899365
Austria,AUT,1846,0.5484367
Portugal,PRT,1908,0.5441126
Cyprus,CYP,1950,0.5414753
France,FRA,1850,0.5401483
Greece,GRC,1950,0.5382281
Austria,AUT,1847,0.5365954
Finland,FIN,1924,0.5363735
Estonia,EST,1896,0.53602934
Poland,POL,1858,0.5355126
Bulgaria,BGR,1939,0.5348451
Portugal,PRT,1911,0.53434503
Croatia,HRV,1929,0.533391
Estonia,EST,1895,0.53290945
Austria,AUT,1917,0.530146
Hungary,HUN,1880,0.53001606
Spain,ESP,1938,0.5229777
Finland,FIN,1925,0.52119946
Sweden,SWE,1875,0.5210333
Spain,ESP,1897,0.5209907
Portugal,PRT,1915,0.5187191
Denmark,DNK,1866,0.51835066
France,FRA,1846,0.5180938
Italy,ITA,1918,0.51772255
Italy,ITA,1905,0.51494014
Austria,AUT,1918,0.5139487
Poland,POL,1861,0.51309466
Portugal,PRT,1906,0.51021147
Spain,ESP,1896,0.51005864
Portugal,PRT,1940,0.50935525
Spain,ESP,1898,0.5093165
Greece,GRC,1937,0.50793815
Slovenia,SVN,1913,0.5075688
Poland,POL,1860,0.5072211
Denmark,DNK,1869,0.5059297
Italy,ITA,1919,0.5058378
Romania,ROU,1912,0.5031133
Portugal,PRT,1916,0.5014904
Denmark,DNK,1867,0.5007911
France,FRA,1845,0.50076497
Finland,FIN,1912,0.50046897
Croatia,HRV,1930,0.49758965
Germany,DEU,1851,0.49647328
Slovakia,SVK,1868,0.49418092
Bulgaria,BGR,1938,0.49179602
Lithuania,LTU,1929,0.4914704
Finland,FIN,1908,0.49075708
Italy,ITA,1946,0.48959672
Estonia,EST,1924,0.48921567
Portugal,PRT,1941,0.48880404
Portugal,PRT,1925,0.48878124
Sweden,SWE,1879,0.48859793
Poland,POL,1859,0.48803973
Portugal,PRT,1932,0.4879904
Croatia,HRV,1928,0.4867568
Croatia,HRV,1940,0.48626676
Romania,ROU,1911,0.48542768
Sweden,SWE,1878,0.48536888
Portugal,PRT,1926,0.48531604
Hungary,HUN,1873,0.48526078
Italy,ITA,1920,0.48337826
Greece,GRC,1936,0.48335615
Spain,ESP,1894,0.48320773
Estonia,EST,1925,0.48246074
Finland,FIN,1926,0.4819482
France,FRA,1849,0.48037285
Romania,ROU,1914,0.48033848
Portugal,PRT,1922,0.48024017
Portugal,PRT,1924,0.48006994
Slovenia,SVN,1921,0.47984156
Portugal,PRT,1946,0.4793121
Slovenia,SVN,1945,0.47886553
Portugal,PRT,1902,0.47711617
Spain,ESP,1895,0.47379515
Poland,POL,1857,0.47270885
Lithuania,LTU,1913,0.47258818
Romania,ROU,1921,0.47242472
Italy,ITA,1904,0.47091293
Hungary,HUN,1877,0.46979403
Austria,AUT,1845,0.4695527
Estonia,EST,1894,0.46938974
Hungary,HUN,1872,0.4677426
Estonia,EST,1893,0.4664319
Hungary,HUN,1878,0.4654046
Austria,AUT,1919,0.46488458
Spain,ESP,1892,0.4631973
France,FRA,1848,0.4628796
Portugal,PRT,1904,0.46186873
Hungary,HUN,1879,0.4616391
Lithuania,LTU,1928,0.45913905
Finland,FIN,1923,0.4584993
Denmark,DNK,1861,0.45737273
Portugal,PRT,1900,0.45642734
Croatia,HRV,1946,0.45574135
Portugal,PRT,1903,0.45521906
Slovenia,SVN,1920,0.45465213
Lithuania,LTU,1916,0.45217404
Hungary,HUN,1876,0.45203578
Spain,ESP,1893,0.45116198
Poland,POL,1856,0.45026627
Italy,ITA,1903,0.44913656
Croatia,HRV,1931,0.44903466
Germany,DEU,1850,0.4490097
Portugal,PRT,1905,0.44755688
Finland,FIN,1911,0.4469152
Spain,ESP,1891,0.44519988
Greece,GRC,1930,0.44399297
Italy,ITA,1902,0.4438756
Finland,FIN,1909,0.44310105
Hungary,HUN,1871,0.44272155
Romania,ROU,1920,0.44221845
Italy,ITA,1917,0.4407476
Portugal,PRT,1901,0.438673
Croatia,HRV,1927,0.43817392
Lithuania,LTU,1914,0.43810064
Slovakia,SVK,1867,0.43708503
Bulgaria,BGR,1937,0.4365586
Bulgaria,BGR,1932,0.43437293
Hungary,HUN,1875,0.43346158
Sweden,SWE,1874,0.43278047
Croatia,HRV,1937,0.43179688
Denmark,DNK,1863,0.4307764
France,FRA,1844,0.43019587
Portugal,PRT,1923,0.42937863
Lithuania,LTU,1917,0.42744452
Greece,GRC,1929,0.42569828
Romania,ROU,1915,0.42543808
Bulgaria,BGR,1929,0.42515448
Greece,GRC,1935,0.4238667
Lithuania,LTU,1912,0.42353904
Hungary,HUN,1874,0.42315292
Croatia,HRV,1939,0.42110085
Lithuania,LTU,1927,0.42058757
Germany,DEU,1847,0.42012787
Greece,GRC,1931,0.41930565
Austria,AUT,1844,0.418547
Greece,GRC,1934,0.417811
Italy,ITA,1900,0.41726837
Portugal,PRT,1945,0.4151064
Spain,ESP,1890,0.41346508
Romania,ROU,1909,0.4131264
Lithuania,LTU,1915,0.4130339
France,FRA,1842,0.41288608
France,FRA,1843,0.411831
Estonia,EST,1923,0.410951
Italy,ITA,1899,0.41044554
Portugal,PRT,1944,0.40758967
Romania,ROU,1910,0.40721238
Germany,DEU,1849,0.40705645
Croatia,HRV,1932,0.40682024
Greece,GRC,1932,0.4066252
Italy,ITA,1894,0.4062961
Poland,POL,1855,0.40574992
Denmark,DNK,1857,0.40566128
Bulgaria,BGR,1930,0.40549195
Croatia,HRV,1925,0.40529487
Sweden,SWE,1873,0.4052267
Croatia,HRV,1938,0.40441918
Latvia,LVA,1929,0.4044058
Germany,DEU,1846,0.40357685
Sweden,SWE,1872,0.40300417
Estonia,EST,1892,0.40274495
Italy,ITA,1901,0.40272814
Denmark,DNK,1856,0.40163347
Portugal,PRT,1899,0.39981854
Croatia,HRV,1935,0.39871722
Bulgaria,BGR,1936,0.39752525
Greece,GRC,1938,0.39711007
Bulgaria,BGR,1935,0.39511618
France,FRA,1841,0.39443934
Bulgaria,BGR,1934,0.3937859
Romania,ROU,1907,0.39319646
Croatia,HRV,1926,0.39120063
Portugal,PRT,1898,0.39110392
Denmark,DNK,1862,0.391042
Croatia,HRV,1936,0.39063352
Germany,DEU,1845,0.38910353
Italy,ITA,1890,0.3888937
Austria,AUT,1842,0.3876523
Portugal,PRT,1942,0.38729438
Germany,DEU,1848,0.38629287
Spain,ESP,1889,0.3862452
Estonia,EST,1891,0.38507262
Croatia,HRV,1934,0.38473836
Bulgaria,BGR,1933,0.38283962
Slovakia,SVK,1866,0.37992054
Romania,ROU,1919,0.37900984
Bulgaria,BGR,1931,0.37898394
Greece,GRC,1928,0.37806016
Italy,ITA,1898,0.37693927
Latvia,LVA,1928,0.37677503
Romania,ROU,1908,0.37548906
Denmark,DNK,1859,0.37400877
Croatia,HRV,1933,0.3729322
Portugal,PRT,1943,0.3729306
Greece,GRC,1927,0.37282786
Croatia,HRV,1924,0.37245336
Estonia,EST,1922,0.37231818
Bulgaria,BGR,1928,0.37204692
Italy,ITA,1895,0.37176776
Estonia,EST,1918,0.37096173
Lithuania,LTU,1911,0.36715844
Croatia,HRV,1923,0.3664996
Denmark,DNK,1864,0.366177
Spain,ESP,1888,0.3660981
Italy,ITA,1897,0.3643463
Finland,FIN,1910,0.36394188
Italy,ITA,1889,0.36085936
Hungary,HUN,1870,0.35918042
Portugal,PRT,1919,0.35867843
Lithuania,LTU,1909,0.35687524
Latvia,LVA,1913,0.35594675
Estonia,EST,1890,0.3539579
Austria,AUT,1841,0.35270458
Portugal,PRT,1921,0.3517803
Italy,ITA,1888,0.35167447
Italy,ITA,1896,0.3512562
Spain,ESP,1887,0.3512376
Lithuania,LTU,1910,0.35063225
Spain,ESP,1886,0.35032672
Poland,POL,1854,0.34931052
Italy,ITA,1891,0.3482069
Portugal,PRT,1920,0.34737837
Latvia,LVA,1916,0.34660006
Slovenia,SVN,1919,0.34547552
Spain,ESP,1883,0.34469783
Greece,GRC,1933,0.34410587
Portugal,PRT,1891,0.3440485
Portugal,PRT,1897,0.34399164
Germany,DEU,1842,0.34398574
Portugal,PRT,1894,0.34369648
Bulgaria,BGR,1924,0.3434094
France,FRA,1838,0.3432477
Lithuania,LTU,1907,0.3431444
Italy,ITA,1892,0.34266305
Latvia,LVA,1927,0.34244412
Lithuania,LTU,1926,0.34109735
Spain,ESP,1884,0.34099776
Sweden,SWE,1871,0.3405428
Lithuania,LTU,1908,0.34020898
Croatia,HRV,1922,0.3389492
Germany,DEU,1844,0.33847037
France,FRA,1840,0.3381736
Austria,AUT,1843,0.3349525
Hungary,HUN,1869,0.3346043
Portugal,PRT,1890,0.33432275
France,FRA,1839,0.33313882
Spain,ESP,1885,0.33287987
Portugal,PRT,1892,0.33213913
Latvia,LVA,1914,0.33190665
Bulgaria,BGR,1925,0.33149645
France,FRA,1837,0.3298498
Italy,ITA,1887,0.3298038
Portugal,PRT,1896,0.32970884
Latvia,LVA,1917,0.32956722
Italy,ITA,1893,0.32921925
Portugal,PRT,1895,0.3257557
Greece,GRC,1925,0.32552063
Spain,ESP,1936,0.3246671
Germany,DEU,1843,0.32294974
Slovakia,SVK,1865,0.32198352
Sweden,SWE,1870,0.32166725
Bulgaria,BGR,1927,0.32155058
Bulgaria,BGR,1926,0.32055017
Denmark,DNK,1860,0.31993544
Poland,POL,1853,0.3195806
Latvia,LVA,1912,0.31714272
Estonia,EST,1889,0.31632486
Spain,ESP,1882,0.31595033
Portugal,PRT,1889,0.315689
Latvia,LVA,1915,0.3147518
Lithuania,LTU,1904,0.3144675
Austria,AUT,1840,0.31430042
Estonia,EST,1919,0.31371948
Romania,ROU,1906,0.3127424
Lithuania,LTU,1901,0.31266224
Finland,FIN,1907,0.31243137
Lithuania,LTU,1906,0.310893
France,FRA,1836,0.31054175
Hungary,HUN,1868,0.30977884
Poland,POL,1852,0.30964217
Lithuania,LTU,1900,0.30906036
Estonia,EST,1921,0.30623263
Germany,DEU,1841,0.3044165
Bulgaria,BGR,1923,0.3042359
Sweden,SWE,1868,0.29875615
Lithuania,LTU,1902,0.2975733
Denmark,DNK,1858,0.29663193
Estonia,EST,1888,0.29644057
Greece,GRC,1926,0.2963769
Germany,DEU,1840,0.29514763
Portugal,PRT,1893,0.2947853
Hungary,HUN,1867,0.29164192
Bulgaria,BGR,1922,0.29115602
Spain,ESP,1881,0.29093248
Denmark,DNK,1854,0.2907438
Bulgaria,BGR,1918,0.29048544
Estonia,EST,1887,0.2876272
Lithuania,LTU,1903,0.2868337
Austria,AUT,1839,0.2862818
Denmark,DNK,1855,0.2848723
Estonia,EST,1920,0.28389496
Finland,FIN,1899,0.2817973
Portugal,PRT,1917,0.2771171
Lithuania,LTU,1899,0.2768688
Portugal,PRT,1888,0.27678412
Sweden,SWE,1866,0.27661097
Lithuania,LTU,1905,0.27660346
Latvia,LVA,1926,0.27624875
Italy,ITA,1885,0.27593336
Estonia,EST,1886,0.27509758
Latvia,LVA,1911,0.27375367
Italy,ITA,1886,0.27249047
France,FRA,1835,0.2715916
Estonia,EST,1885,0.27146345
Sweden,SWE,1865,0.27072632
Bulgaria,BGR,1921,0.26788467
Latvia,LVA,1909,0.26493895
Slovakia,SVK,1864,0.26362228
Sweden,SWE,1869,0.26335457
France,FRA,1834,0.26293486
Poland,POL,1851,0.2623792
Sweden,SWE,1864,0.2619435
Portugal,PRT,1875,0.2618337
Spain,ESP,1880,0.26168555
Latvia,LVA,1910,0.26068923
Romania,ROU,1918,0.26055261
Portugal,PRT,1887,0.2589812
Sweden,SWE,1867,0.255311
Portugal,PRT,1876,0.25529215
Latvia,LVA,1907,0.25506517
Portugal,PRT,1886,0.25368288
Sweden,SWE,1862,0.25327882
Bulgaria,BGR,1914,0.25308168
Latvia,LVA,1908,0.25254005
Estonia,EST,1884,0.25223458
Portugal,PRT,1884,0.25196797
Estonia,EST,1883,0.25143284
Sweden,SWE,1863,0.25112277
Sweden,SWE,1861,0.25077543
Croatia,HRV,1913,0.24925269
Hungary,HUN,1866,0.24840358
Romania,ROU,1916,0.24690309
Poland,POL,1850,0.2454724
Italy,ITA,1884,0.24416532
Greece,GRC,1913,0.24390729
Lithuania,LTU,1924,0.24249513
Lithuania,LTU,1898,0.24219872
Portugal,PRT,1883,0.24098594
Poland,POL,1847,0.23769778
Poland,POL,1848,0.237672
Lithuania,LTU,1925,0.23737016
Spain,ESP,1879,0.23646264
Bulgaria,BGR,1917,0.23553593
Croatia,HRV,1921,0.23530896
Latvia,LVA,1904,0.23470451
Latvia,LVA,1901,0.23431082
Croatia,HRV,1945,0.23385407
Poland,POL,1846,0.23364756
Romania,ROU,1905,0.23296894
Poland,POL,1849,0.23253947
Latvia,LVA,1900,0.23192653
Portugal,PRT,1885,0.23151828
Latvia,LVA,1906,0.23140684
Portugal,PRT,1882,0.2313571
Austria,AUT,1838,0.23100474
Denmark,DNK,1853,0.23078
Finland,FIN,1914,0.22921847
Germany,DEU,1839,0.22798942
Finland,FIN,1900,0.2274547
Spain,ESP,1877,0.22697459
Denmark,DNK,1850,0.22696479
Spain,ESP,1878,0.22453922
Estonia,EST,1882,0.22357279
Croatia,HRV,1920,0.22295648
Finland,FIN,1922,0.22284798
Poland,POL,1845,0.22279966
Latvia,LVA,1902,0.2227001
Italy,ITA,1883,0.22198184
Hungary,HUN,1865,0.21995388
Lithuania,LTU,1897,0.21915188
Finland,FIN,1906,0.21910514
Bulgaria,BGR,1920,0.21871549
Germany,DEU,1838,0.21752897
Denmark,DNK,1852,0.21696289
Greece,GRC,1924,0.21571717
Greece,GRC,1949,0.21518615
Spain,ESP,1876,0.21507293
Estonia,EST,1881,0.21482009
France,FRA,1833,0.21459202
Hungary,HUN,1863,0.21450624
Latvia,LVA,1903,0.21437094
Hungary,HUN,1864,0.21305697
Denmark,DNK,1848,0.21192104
Italy,ITA,1882,0.21094054
Finland,FIN,1905,0.21079838
Spain,ESP,1937,0.2094474
Latvia,LVA,1899,0.2080523
Hungary,HUN,1862,0.20680325
Estonia,EST,1880,0.20641704
Romania,ROU,1917,0.20625353
Latvia,LVA,1905,0.20616414
Lithuania,LTU,1923,0.20522484
Denmark,DNK,1851,0.2050839
Slovakia,SVK,1863,0.20483375
Finland,FIN,1897,0.2021306
Italy,ITA,1881,0.20166817
Spain,ESP,1872,0.1996796
Sweden,SWE,1859,0.19933638
Spain,ESP,1875,0.19908215
France,FRA,1832,0.19870651
Bulgaria,BGR,1911,0.1986302
Germany,DEU,1837,0.19722018
France,FRA,1830,0.19692379
Sweden,SWE,1860,0.1965134
Bulgaria,BGR,1912,0.1963656
Luxembourg,LUX,1949,0.1963233
Latvia,LVA,1924,0.19431311
Austria,AUT,1837,0.19311765
Romania,ROU,1904,0.19302867
Bulgaria,BGR,1916,0.19302687
Lithuania,LTU,1896,0.19235209
Poland,POL,1844,0.19233882
Lithuania,LTU,1895,0.19175053
Finland,FIN,1904,0.1916522
Portugal,PRT,1881,0.19149476
Spain,ESP,1873,0.19128822
Latvia,LVA,1925,0.19122165
Portugal,PRT,1880,0.1905984
France,FRA,1828,0.18988127
Spain,ESP,1870,0.18968914
Spain,ESP,1874,0.18941519
Finland,FIN,1898,0.1885295
Finland,FIN,1903,0.18822764
Lithuania,LTU,1922,0.1873237
Slovenia,SVN,1912,0.18640225
Poland,POL,1842,0.18622164
Austria,AUT,1836,0.1850181
France,FRA,1829,0.18364692
Slovenia,SVN,1911,0.18346263
Portugal,PRT,1918,0.18286845
Denmark,DNK,1849,0.1825796
Latvia,LVA,1898,0.18224676
Poland,POL,1843,0.18188983
France,FRA,1831,0.1809741
France,FRA,1827,0.18088658
Spain,ESP,1871,0.18063703
Greece,GRC,1948,0.17812769
Estonia,EST,1879,0.17808205
Poland,POL,1841,0.17585275
Estonia,EST,1878,0.17564885
Lithuania,LTU,1918,0.17510127
Austria,AUT,1835,0.17481326
Slovenia,SVN,1909,0.1741563
Germany,DEU,1836,0.17388494
Hungary,HUN,1861,0.17262982
Italy,ITA,1880,0.17261681
Luxembourg,LUX,1948,0.17173988
Germany,DEU,1830,0.17101406
Slovenia,SVN,1908,0.1709936
Slovenia,SVN,1910,0.17084002
Bulgaria,BGR,1913,0.17037946
Croatia,HRV,1919,0.16941702
Lithuania,LTU,1894,0.16935298
Lithuania,LTU,1893,0.16874209
Bulgaria,BGR,1919,0.16854392
Germany,DEU,1827,0.16771843
Greece,GRC,1911,0.16740057
Germany,DEU,1835,0.16690293
Finland,FIN,1945,0.16645867
Germany,DEU,1828,0.16573869
Spain,ESP,1868,0.16534485
Latvia,LVA,1897,0.16512954
Sweden,SWE,1857,0.16480656
Portugal,PRT,1873,0.16458248
Romania,ROU,1903,0.16419658
Germany,DEU,1825,0.16412507
Hungary,HUN,1860,0.16385348
Latvia,LVA,1923,0.16357553
Spain,ESP,1869,0.16338804
Poland,POL,1840,0.16289388
Austria,AUT,1834,0.16247256
Germany,DEU,1831,0.16203187
Bulgaria,BGR,1915,0.16113916
Slovenia,SVN,1907,0.16024421
Italy,ITA,1943,0.15996632
Spain,ESP,1867,0.15952717
Slovenia,SVN,1906,0.1587769
Finland,FIN,1901,0.15781765
Denmark,DNK,1846,0.15768525
Romania,ROU,1898,0.15747303
Germany,DEU,1826,0.15657145
Germany,DEU,1823,0.15628752
Greece,GRC,1923,0.15461512
Portugal,PRT,1879,0.15438981
Spain,ESP,1863,0.15390334
Lithuania,LTU,1921,0.15379258
Lithuania,LTU,1919,0.15259653
Germany,DEU,1833,0.1513005
Germany,DEU,1834,0.15085933
Italy,ITA,1879,0.14930338
Latvia,LVA,1922,0.14851505
Portugal,PRT,1877,0.14832091
Finland,FIN,1902,0.14804232
Romania,ROU,1899,0.14745106
Spain,ESP,1864,0.14712763
Luxembourg,LUX,1947,0.14693683
Germany,DEU,1818,0.14646468
Denmark,DNK,1845,0.14641872
Lithuania,LTU,1892,0.14609687
Slovakia,SVK,1862,0.14561602
Latvia,LVA,1896,0.14513297
Latvia,LVA,1895,0.14487615
Spain,ESP,1865,0.14477056
Romania,ROU,1901,0.14382972
Austria,AUT,1832,0.143566
Spain,ESP,1866,0.14334562
Italy,ITA,1876,0.14314722
Germany,DEU,1817,0.14253065
Romania,ROU,1902,0.14246538
Germany,DEU,1822,0.14235331
Bulgaria,BGR,1910,0.14189442
Lithuania,LTU,1920,0.14097822
Portugal,PRT,1878,0.14094433
Poland,POL,1839,0.14026114
Hungary,HUN,1859,0.14025627
Germany,DEU,1821,0.1402481
Lithuania,LTU,1891,0.14006442
Austria,AUT,1830,0.13980326
Spain,ESP,1862,0.13886075
Greece,GRC,1908,0.13776809
Bulgaria,BGR,1909,0.13693163
Bulgaria,BGR,1908,0.13688934
Sweden,SWE,1858,0.13678974
Austria,AUT,1827,0.13661791
Germany,DEU,1820,0.1361196
Estonia,EST,1877,0.13602373
Latvia,LVA,1918,0.13576692
Austria,AUT,1829,0.13528666
Austria,AUT,1831,0.13499741
Estonia,EST,1876,0.13489431
Slovenia,SVN,1905,0.13385022
Greece,GRC,1910,0.13377924
Germany,DEU,1819,0.13376212
Germany,DEU,1807,0.13335954
Poland,POL,1838,0.13329282
Austria,AUT,1826,0.13200791
Italy,ITA,1877,0.1318209
Germany,DEU,1829,0.13103831
Austria,AUT,1828,0.13072197
Italy,ITA,1878,0.13046588
Sweden,SWE,1856,0.12957877
Lithuania,LTU,1890,0.12909588
Latvia,LVA,1894,0.1281281
Latvia,LVA,1893,0.12783939
Spain,ESP,1861,0.12771368
Greece,GRC,1921,0.12768339
France,FRA,1826,0.12594925
Poland,POL,1837,0.12466344
Slovenia,SVN,1904,0.12439229
Germany,DEU,1824,0.12372251
Spain,ESP,1860,0.12354513
France,FRA,1825,0.122663274
Poland,POL,1825,0.122617334
Luxembourg,LUX,1946,0.12222708
Latvia,LVA,1921,0.12126721
Germany,DEU,1832,0.12038958
Romania,ROU,1897,0.120070495
Portugal,PRT,1874,0.11976907
Austria,AUT,1833,0.11939268
Poland,POL,1827,0.119157985
Latvia,LVA,1919,0.118986435
Portugal,PRT,1872,0.11878141
Poland,POL,1824,0.11874538
Denmark,DNK,1847,0.11835186
Slovenia,SVN,1901,0.117732935
Slovenia,SVN,1903,0.11768126
Greece,GRC,1920,0.11744542
Finland,FIN,1896,0.11743116
Poland,POL,1836,0.116836585
Austria,AUT,1825,0.11673694
Austria,AUT,1824,0.11624328
Lithuania,LTU,1889,0.115682915
Greece,GRC,1922,0.11519845
Poland,POL,1919,0.11475124
Poland,POL,1823,0.11446584
Romania,ROU,1900,0.11252999
Poland,POL,1826,0.111967854
Denmark,DNK,1844,0.111560985
Latvia,LVA,1892,0.110833846
Latvia,LVA,1920,0.110546656
Estonia,EST,1875,0.10996314
France,FRA,1824,0.10972901
Slovenia,SVN,1902,0.109372966
Poland,POL,1828,0.109338894
Slovenia,SVN,1900,0.10876596
Lithuania,LTU,1888,0.10870484
Austria,AUT,1822,0.10769429
Romania,ROU,1893,0.10763902
Italy,ITA,1875,0.107471436
Romania,ROU,1891,0.10715599
Latvia,LVA,1891,0.106402166
Austria,AUT,1821,0.106077276
Italy,ITA,1872,0.105997294
Lithuania,LTU,1887,0.10575938
Italy,ITA,1874,0.10561151
Bulgaria,BGR,1907,0.10539695
Greece,GRC,1909,0.10517261
Spain,ESP,1859,0.10477569
Romania,ROU,1896,0.10405827
Poland,POL,1835,0.103852116
Germany,DEU,1816,0.1021735
Austria,AUT,1823,0.101810046
Lithuania,LTU,1886,0.101426445
Romania,ROU,1895,0.100894585
Hungary,HUN,1857,0.10087366
Lithuania,LTU,1885,0.10035757
Romania,ROU,1892,0.1002383
France,FRA,1822,0.100134835
Finland,FIN,1885,0.09998772
France,FRA,1823,0.09950061
Austria,AUT,1820,0.09901921
Latvia,LVA,1890,0.098203294
Italy,ITA,1873,0.09814545
Romania,ROU,1894,0.098035336
Poland,POL,1834,0.09764417
Denmark,DNK,1843,0.09695444
Italy,ITA,1945,0.09670476
Estonia,EST,1874,0.096690685
Italy,ITA,1870,0.09653522
France,FRA,1821,0.095714025
Poland,POL,1829,0.09571049
Greece,GRC,1898,0.09426104
Finland,FIN,1895,0.093834735
Poland,POL,1833,0.09357449
Sweden,SWE,1854,0.09354991
Lithuania,LTU,1884,0.093501866
Lithuania,LTU,1883,0.09345663
France,FRA,1820,0.09271228
Finland,FIN,1891,0.092074916
Croatia,HRV,1912,0.09156841
Poland,POL,1832,0.09072627
Croatia,HRV,1911,0.090155736
Poland,POL,1818,0.08986743
Finland,FIN,1921,0.08925359
Finland,FIN,1894,0.088965185
Hungary,HUN,1856,0.08860926
Finland,FIN,1890,0.08856937
Poland,POL,1830,0.08815281
Latvia,LVA,1889,0.08811983
Finland,FIN,1920,0.08767508
Estonia,EST,1872,0.0869334
Sweden,SWE,1855,0.08658076
France,FRA,1817,0.086080305
Slovakia,SVK,1861,0.08596668
Poland,POL,1822,0.085877135
Estonia,EST,1871,0.08570155
Croatia,HRV,1909,0.08564205
Luxembourg,LUX,1945,0.08540352
Bulgaria,BGR,1905,0.08532597
Hungary,HUN,1855,0.08509454
Croatia,HRV,1908,0.084116004
Croatia,HRV,1910,0.083982475
Greece,GRC,1900,0.08370438
Lithuania,LTU,1882,0.08332705
Greece,GRC,1901,0.08300562
Latvia,LVA,1888,0.08291678
Italy,ITA,1871,0.082708955
Hungary,HUN,1854,0.08221882
France,FRA,1819,0.082100935
Greece,GRC,1907,0.08157777
France,FRA,1816,0.08116601
Slovenia,SVN,1899,0.08101732
Latvia,LVA,1887,0.08077966
Estonia,EST,1873,0.08062011
Greece,GRC,1892,0.08038664
Finland,FIN,1892,0.08037396
Lithuania,LTU,1881,0.08028182
Greece,GRC,1871,0.08005561
Italy,ITA,1944,0.07998864
Finland,FIN,1893,0.0794749
Croatia,HRV,1907,0.07885567
Poland,POL,1821,0.078836694
Greece,GRC,1903,0.07819409
Croatia,HRV,1906,0.07816123
Greece,GRC,1896,0.07789844
Romania,ROU,1890,0.07775446
Latvia,LVA,1886,0.07757595
Lithuania,LTU,1880,0.07735037
Latvia,LVA,1885,0.07686267
France,FRA,1818,0.07678174
France,FRA,1802,0.076622
Finland,FIN,1919,0.0765875
France,FRA,1815,0.076333165
Austria,AUT,1819,0.075489655
Greece,GRC,1897,0.07483079
Spain,ESP,1858,0.07427399
Bulgaria,BGR,1906,0.073982544
France,FRA,1804,0.07393558
Poland,POL,1819,0.07327879
France,FRA,1812,0.07308623
Poland,POL,1817,0.07292754
Bulgaria,BGR,1904,0.07225926
Latvia,LVA,1883,0.0717725
Latvia,LVA,1884,0.071709454
Poland,POL,1820,0.071687624
Poland,POL,1831,0.071625955
Greece,GRC,1894,0.07094747
France,FRA,1810,0.070469946
Greece,GRC,1893,0.07010824
Slovenia,SVN,1898,0.07004094
Hungary,HUN,1858,0.06993275
Ireland,IRL,1920,0.06992188
Finland,FIN,1889,0.069270976
Greece,GRC,1904,0.06909216
Ireland,IRL,1881,0.0688605
France,FRA,1814,0.06846539
Ireland,IRL,1880,0.068331145
France,FRA,1811,0.067903295
Italy,ITA,1869,0.067893706
Bulgaria,BGR,1901,0.06764171
France,FRA,1813,0.06727743
Poland,POL,1816,0.06695161
Lithuania,LTU,1879,0.06691351
Finland,FIN,1874,0.06678518
Lithuania,LTU,1878,0.06617783
Finland,FIN,1884,0.06593318
Croatia,HRV,1905,0.06591309
Hungary,HUN,1852,0.06583255
Greece,GRC,1902,0.06574751
Greece,GRC,1895,0.065589
Hungary,HUN,1853,0.065387756
Finland,FIN,1878,0.06463531
Estonia,EST,1870,0.06424673
Latvia,LVA,1882,0.06408002
Sweden,SWE,1853,0.063676566
Finland,FIN,1871,0.06359633
Romania,ROU,1889,0.062578134
Italy,ITA,1868,0.06190334
Latvia,LVA,1881,0.06182246
Sweden,SWE,1851,0.061820935
Romania,ROU,1888,0.061527207
Croatia,HRV,1904,0.06127709
Poland,POL,1805,0.061216537
Sweden,SWE,1852,0.061202973
Poland,POL,1811,0.060448285
Slovenia,SVN,1896,0.060407013
Italy,ITA,1864,0.060095884
Estonia,EST,1869,0.05991679
Ireland,IRL,1917,0.059687242
Latvia,LVA,1880,0.059645656
Finland,FIN,1916,0.05894642
Poland,POL,1815,0.058696058
Bulgaria,BGR,1902,0.058673482
Poland,POL,1810,0.058625095
Ireland,IRL,1919,0.058496203
Sweden,SWE,1850,0.058215737
Ireland,IRL,1921,0.05816677
Finland,FIN,1877,0.058138426
Croatia,HRV,1901,0.058057144
Croatia,HRV,1903,0.057991233
Ireland,IRL,1914,0.05784364
Finland,FIN,1886,0.057493582
Ireland,IRL,1850,0.0574213
Finland,FIN,1882,0.057417113
Ireland,IRL,1918,0.05716058
Bulgaria,BGR,1903,0.057080016
Finland,FIN,1887,0.0566729
Sweden,SWE,1849,0.056671623
Ireland,IRL,1916,0.05623177
Poland,POL,1806,0.05531447
Slovenia,SVN,1894,0.05514733
Spain,ESP,1857,0.055147193
Greece,GRC,1870,0.05490178
Finland,FIN,1883,0.054882444
Slovenia,SVN,1895,0.054677453
Bulgaria,BGR,1900,0.05464138
