DATAFLOW,LAST UPDATE,freq,indic_is,unit,ind_type,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Belgium,2018,18.73,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Belgium,2019,23.70,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Belgium,2020,26.88,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Belgium,2021,26.96,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Belgium,2022,29.96,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Belgium,2023,29.49,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Belgium,2024,34.33,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Bulgaria,2013,10.15,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Bulgaria,2014,6.67,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Bulgaria,2015,8.97,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Bulgaria,2016,6.39,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Bulgaria,2017,4.93,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Bulgaria,2018,8.20,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Bulgaria,2019,6.34,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Bulgaria,2020,6.90,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Bulgaria,2021,6.19,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Bulgaria,2022,9.87,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Bulgaria,2023,8.64,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Bulgaria,2024,12.68,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Switzerland,2014,16.42,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Switzerland,2017,22.80,b,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Switzerland,2019,25.29,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Switzerland,2021,29.38,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Switzerland,2023,28.82,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Cyprus,2013,1.46,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Cyprus,2014,0.96,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Cyprus,2015,1.94,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Cyprus,2016,4.82,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Cyprus,2017,3.66,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Cyprus,2018,2.49,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Cyprus,2019,3.41,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Cyprus,2020,2.43,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Cyprus,2021,2.42,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Cyprus,2022,4.60,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Cyprus,2023,8.21,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Cyprus,2024,17.84,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Czechia,2013,16.81,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Czechia,2014,15.48,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Czechia,2015,13.52,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Czechia,2016,12.05,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Czechia,2017,11.25,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Czechia,2018,14.00,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Czechia,2019,12.41,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Czechia,2020,10.78,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Czechia,2021,10.38,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Czechia,2022,15.08,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Czechia,2023,16.42,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Czechia,2024,18.13,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Germany,2013,27.62,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Germany,2014,27.87,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Germany,2015,31.47,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Germany,2016,29.39,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Germany,2017,31.02,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Germany,2018,32.05,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Germany,2019,29.70,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Germany,2020,33.14,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Germany,2021,14.35,b,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Germany,2022,15.14,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Germany,2023,17.04,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Germany,2024,26.60,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Denmark,2013,23.68,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Denmark,2014,25.59,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Denmark,2015,36.84,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Denmark,2016,34.88,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Denmark,2017,28.72,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Denmark,2018,29.55,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Denmark,2019,27.67,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Denmark,2020,31.34,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Denmark,2021,34.14,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Denmark,2022,31.90,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Denmark,2023,33.91,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Denmark,2024,34.53,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Estonia,2013,13.33,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Estonia,2014,24.42,b,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Estonia,2015,18.76,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Estonia,2016,19.03,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Estonia,2017,18.38,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Estonia,2018,23.76,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Estonia,2019,18.20,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Estonia,2020,20.71,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Estonia,2021,23.39,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Estonia,2022,23.24,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Estonia,2023,23.53,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Estonia,2024,27.33,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Greece,2013,3.51,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Greece,2014,3.63,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Greece,2015,3.43,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Greece,2016,1.92,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Greece,2017,2.32,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Greece,2018,3.29,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Greece,2019,2.43,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Greece,2020,3.97,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Greece,2021,2.96,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Greece,2022,3.92,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Greece,2023,4.59,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Greece,2024,8.16,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Spain,2013,8.49,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Spain,2014,10.18,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Spain,2015,10.06,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Spain,2016,11.83,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Spain,2017,13.08,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Spain,2018,11.29,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Spain,2019,14.05,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Spain,2020,13.96,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Spain,2021,18.52,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Spain,2022,19.87,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Spain,2023,19.14,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Spain,2024,21.49,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2013,17.58,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2014,17.24,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2015,17.92,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2016,17.21,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2017,18.28,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2018,18.25,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2019,17.96,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2020,19.48,e,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2021,17.92,b,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2022,18.44,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2023,19.88,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2024,22.70,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Finland,2013,17.00,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Finland,2014,22.26,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Finland,2015,22.96,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Finland,2016,20.57,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Finland,2017,23.65,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Finland,2018,27.07,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Finland,2019,31.71,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Finland,2020,28.82,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Finland,2021,30.69,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Finland,2022,32.35,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Finland,2023,32.07,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Finland,2024,33.09,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,France,2013,32.35,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,France,2014,28.98,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,France,2015,26.70,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,France,2016,23.61,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,France,2017,25.06,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,France,2018,21.77,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,France,2019,22.32,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,France,2021,24.73,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,France,2022,23.15,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,France,2023,25.26,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,France,2024,25.47,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Croatia,2013,10.17,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Croatia,2014,21.20,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Croatia,2015,34.94,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Croatia,2016,27.76,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Croatia,2017,25.00,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Croatia,2018,24.85,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Croatia,2019,21.62,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Croatia,2020,22.77,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Croatia,2021,26.28,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Croatia,2022,23.87,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Croatia,2023,15.44,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Croatia,2024,25.45,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Hungary,2013,16.22,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Hungary,2014,17.84,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Hungary,2015,18.41,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Hungary,2016,11.35,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Hungary,2017,10.86,,
ESTAT:TIN00098(1.0),17/12/24 11:00:00,Annual,Internet use: selling goods or services,Percentage of individuals,All individuals,Hungary,2018,10.93,,
