DATAFLOW,LAST UPDATE,freq,indic_is,unit,ind_type,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Austria,2024,77.96,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Bosnia and Herzegovina,2018,51.16,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Bosnia and Herzegovina,2019,39.54,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Bosnia and Herzegovina,2020,49.18,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Bosnia and Herzegovina,2021,50.68,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Bosnia and Herzegovina,2023,58.63,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Bosnia and Herzegovina,2024,65.85,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Belgium,2013,66.61,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Belgium,2014,71.31,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Belgium,2015,69.79,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Belgium,2016,72.24,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Belgium,2017,73.55,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Belgium,2018,74.61,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Belgium,2019,76.18,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Belgium,2020,77.54,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Belgium,2021,75.16,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Belgium,2022,79.23,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Belgium,2023,78.53,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Belgium,2024,81.57,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Bulgaria,2013,34.87,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Bulgaria,2014,41.27,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Bulgaria,2015,34.52,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Bulgaria,2016,38.46,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Bulgaria,2017,39.34,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Bulgaria,2018,43.00,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Bulgaria,2019,37.94,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Bulgaria,2020,50.04,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Bulgaria,2021,45.75,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Bulgaria,2022,60.19,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Bulgaria,2023,50.75,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Bulgaria,2024,61.85,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Switzerland,2014,71.68,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Switzerland,2017,77.61,b,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Switzerland,2019,80.93,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Switzerland,2021,85.75,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Switzerland,2023,87.74,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Cyprus,2013,56.12,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Cyprus,2014,61.74,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Cyprus,2015,53.63,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Cyprus,2016,61.54,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Cyprus,2017,61.45,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Cyprus,2018,71.87,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Cyprus,2019,71.57,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Cyprus,2020,78.31,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Cyprus,2021,79.08,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Cyprus,2022,73.09,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Cyprus,2023,81.25,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Cyprus,2024,89.22,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Czechia,2013,63.36,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Czechia,2014,69.30,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Czechia,2015,68.01,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Czechia,2016,73.69,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Czechia,2017,73.40,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Czechia,2018,76.76,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Czechia,2019,76.24,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Czechia,2020,76.63,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Czechia,2021,79.51,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Czechia,2022,81.57,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Czechia,2023,84.33,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Czechia,2024,86.19,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Germany,2013,77.18,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Germany,2014,79.32,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Germany,2015,80.40,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Germany,2016,82.21,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Germany,2017,83.41,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Germany,2018,86.14,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Germany,2019,85.56,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Germany,2020,86.74,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Germany,2021,60.93,b,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Germany,2022,60.86,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Germany,2023,41.67,u,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Germany,2024,77.76,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Denmark,2013,82.16,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Denmark,2014,83.81,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Denmark,2015,77.17,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Denmark,2016,86.31,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Denmark,2017,79.31,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Denmark,2018,87.77,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Denmark,2019,85.02,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Denmark,2020,90.00,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Denmark,2021,85.48,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Denmark,2022,89.97,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Denmark,2023,88.59,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Denmark,2024,94.13,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Estonia,2013,59.96,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Estonia,2014,75.58,b,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Estonia,2015,75.24,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Estonia,2016,77.12,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Estonia,2017,74.77,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Estonia,2018,79.99,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Estonia,2019,77.93,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Estonia,2020,80.87,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Estonia,2021,80.49,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Estonia,2022,78.55,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Estonia,2023,78.83,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Estonia,2024,81.24,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Greece,2013,49.94,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Greece,2014,52.05,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Greece,2015,53.76,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Greece,2016,56.55,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Greece,2017,57.38,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Greece,2018,64.57,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Greece,2019,66.79,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Greece,2020,69.43,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Greece,2021,69.94,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Greece,2022,74.17,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Greece,2023,75.76,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Greece,2024,79.41,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Spain,2013,47.53,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Spain,2014,65.58,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Spain,2015,54.77,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Spain,2016,66.58,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Spain,2017,63.00,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Spain,2018,72.34,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Spain,2019,72.85,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Spain,2020,78.29,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Spain,2021,74.00,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Spain,2022,75.57,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Spain,2023,72.30,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Spain,2024,79.99,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2013,57.77,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2014,62.24,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2015,59.60,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2016,63.46,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2017,64.05,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2018,68.04,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2019,66.48,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2020,70.03,e,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2021,66.14,b,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2022,69.55,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2023,64.44,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,European Union - 27 countries (from 2020),2024,75.18,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Finland,2013,79.28,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Finland,2014,85.27,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Finland,2015,81.91,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Finland,2016,85.43,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Finland,2017,85.32,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Finland,2018,83.77,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Finland,2019,86.56,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Finland,2020,84.66,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Finland,2021,90.55,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Finland,2022,90.34,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Finland,2023,92.26,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Finland,2024,88.54,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,France,2013,68.31,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,France,2014,69.04,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,France,2015,68.82,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,France,2016,64.55,b,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,France,2017,67.13,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,France,2018,69.81,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,France,2019,61.54,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,France,2021,63.84,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,France,2022,74.05,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,France,2023,65.41,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,France,2024,75.98,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Croatia,2013,46.41,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Croatia,2014,43.63,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Croatia,2015,56.94,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Croatia,2016,65.87,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Croatia,2017,59.25,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Croatia,2018,65.81,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Croatia,2019,73.86,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Croatia,2020,70.94,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Croatia,2021,73.69,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Croatia,2022,76.08,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Croatia,2023,74.75,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Croatia,2024,73.52,,
ESTAT:TIN00095(1.0),17/12/24 11:00:00,Annual,Internet use: finding information about goods and services,Percentage of individuals,All individuals,Hungary,2013,58.06,,
